playerID,awardID,yearID,lgID,tie,notes
alomaro01,Gold Glove,1999,AL,,2B
brosisc01,Gold Glove,1999,AL,,3B
rodriiv01,Gold Glove,1999,AL,,C
greensh01,Gold Glove,1999,AL,,OF
griffke02,Gold Glove,1999,AL,,OF
willibe02,Gold Glove,1999,AL,,OF
mussimi01,Gold Glove,1999,AL,,P
vizquom01,Gold Glove,1999,AL,,SS
snowjt01,Gold Glove,1999,NL,,1B
reesepo01,Gold Glove,1999,NL,,2B
venturo01,Gold Glove,1999,NL,,3B
liebemi01,Gold Glove,1999,NL,,C
finlest01,Gold Glove,1999,NL,,OF
jonesan01,Gold Glove,1999,NL,,OF
walkela01,Gold Glove,1999,NL,,OF
maddugr01,Gold Glove,1999,NL,,P
ordonre01,Gold Glove,1999,NL,,SS
ramirma02,Hank Aaron Award,1999,AL,,OF
sosasa01,Hank Aaron Award,1999,NL,,OF
caseyse01,Hutch Award,1999,ML,,
mcgwima01,Lou Gehrig Memorial Award,1999,ML,,
rodriiv01,Most Valuable Player,1999,AL,,
jonesch06,Most Valuable Player,1999,NL,,
perezed02,NLCS MVP,1999,NL,,
martipe02,Pitching Triple Crown,1999,AL,,
gwynnto01,Roberto Clemente Award,1999,ML,,
riverma01,Rolaids Relief Man Award,1999,AL,,
wagnebi02,Rolaids Relief Man Award,1999,NL,,
beltrca01,Rookie of the Year,1999,AL,,
willisc01,Rookie of the Year,1999,NL,,
delgaca01,Silver Slugger,1999,AL,,1B
alomaro01,Silver Slugger,1999,AL,,2B
palmede01,Silver Slugger,1999,AL,,3B
rodriiv01,Silver Slugger,1999,AL,,C
palmera01,Silver Slugger,1999,AL,,DH
greensh01,Silver Slugger,1999,AL,,OF
griffke02,Silver Slugger,1999,AL,,OF
ramirma02,Silver Slugger,1999,AL,,OF
rodrial01,Silver Slugger,1999,AL,,SS
bagweje01,Silver Slugger,1999,NL,,1B
alfoned01,Silver Slugger,1999,NL,,2B
jonesch06,Silver Slugger,1999,NL,,3B
piazzmi01,Silver Slugger,1999,NL,,C
guerrvl01,Silver Slugger,1999,NL,,OF
sosasa01,Silver Slugger,1999,NL,,OF
walkela01,Silver Slugger,1999,NL,,OF
hamptmi01,Silver Slugger,1999,NL,,P
larkiba01,Silver Slugger,1999,NL,,SS
palmera01,TSN All-Star,1999,AL,,1B
alomaro01,TSN All-Star,1999,AL,,2B
palmede01,TSN All-Star,1999,AL,,3B
rodriiv01,TSN All-Star,1999,AL,,C
moyerja01,TSN All-Star,1999,AL,,LHP
greensh01,TSN All-Star,1999,AL,,OF
griffke02,TSN All-Star,1999,AL,,OF
ramirma02,TSN All-Star,1999,AL,,OF
martipe02,TSN All-Star,1999,AL,,RHP
garcino01,TSN All-Star,1999,AL,,SS
bagweje01,TSN All-Star,1999,NL,,1B
alfoned01,TSN All-Star,1999,NL,,2B
jonesch06,TSN All-Star,1999,NL,,3B
piazzmi01,TSN All-Star,1999,NL,,C
hamptmi01,TSN All-Star,1999,NL,,LHP
guerrvl01,TSN All-Star,1999,NL,,OF
sosasa01,TSN All-Star,1999,NL,,OF
walkela01,TSN All-Star,1999,NL,,OF
limajo01,TSN All-Star,1999,NL,,RHP
larkiba01,TSN All-Star,1999,NL,,SS
riverma01,TSN Fireman of the Year,1999,AL,,
urbinug01,TSN Fireman of the Year,1999,NL,,
palmera01,TSN Major League Player of the Year,1999,ML,,
martipe02,TSN Pitcher of the Year,1999,AL,,
hamptmi01,TSN Pitcher of the Year,1999,NL,,
riverma01,World Series MVP,1999,ML,,
justida01,ALCS MVP,2000,AL,,
jeterde01,All-Star Game MVP,2000,ML,,
jeterde01,Babe Ruth Award,2000,AL,,SS
stottto01,Branch Rickey Award,2000,ML,,
martipe02,Cy Young Award,2000,AL,,
johnsra05,Cy Young Award,2000,NL,,
olerujo01,Gold Glove,2000,AL,,1B
alomaro01,Gold Glove,2000,AL,,2B
frymatr01,Gold Glove,2000,AL,,3B
rodriiv01,Gold Glove,2000,AL,,C
dyeje01,Gold Glove,2000,AL,,OF
erstada01,Gold Glove,2000,AL,,OF
willibe02,Gold Glove,2000,AL,,OF
rogerke01,Gold Glove,2000,AL,,P
vizquom01,Gold Glove,2000,AL,,SS
snowjt01,Gold Glove,2000,NL,,1B
reesepo01,Gold Glove,2000,NL,,2B
rolensc01,Gold Glove,2000,NL,,3B
mathemi01,Gold Glove,2000,NL,,C
edmonji01,Gold Glove,2000,NL,,OF
finlest01,Gold Glove,2000,NL,,OF
jonesan01,Gold Glove,2000,NL,,OF
maddugr01,Gold Glove,2000,NL,,P
perezne01,Gold Glove,2000,NL,,SS
delgaca01,Hank Aaron Award,2000,AL,,1B
heltoto01,Hank Aaron Award,2000,NL,,1B
giambja01,Hutch Award,2000,ML,,
stottto01,Lou Gehrig Memorial Award,2000,ML,,
giambja01,Most Valuable Player,2000,AL,,
kentje01,Most Valuable Player,2000,NL,,
hamptmi01,NLCS MVP,2000,NL,,
leiteal01,Roberto Clemente Award,2000,ML,,
jonesto02,Rolaids Relief Man Award,2000,AL,,
alfonan01,Rolaids Relief Man Award,2000,NL,,
sasakka01,Rookie of the Year,2000,AL,,
furcara01,Rookie of the Year,2000,NL,,
delgaca01,Silver Slugger,2000,AL,,1B
alomaro01,Silver Slugger,2000,AL,,2B
glaustr01,Silver Slugger,2000,AL,,3B
posadjo01,Silver Slugger,2000,AL,,C
thomafr04,Silver Slugger,2000,AL,,DH
erstada01,Silver Slugger,2000,AL,,OF
ordonma01,Silver Slugger,2000,AL,,OF
ramirma02,Silver Slugger,2000,AL,,OF
rodrial01,Silver Slugger,2000,AL,,SS
heltoto01,Silver Slugger,2000,NL,,1B
kentje01,Silver Slugger,2000,NL,,2B
jonesch06,Silver Slugger,2000,NL,,3B
piazzmi01,Silver Slugger,2000,NL,,C
bondsba01,Silver Slugger,2000,NL,,OF
guerrvl01,Silver Slugger,2000,NL,,OF
sosasa01,Silver Slugger,2000,NL,,OF
hamptmi01,Silver Slugger,2000,NL,,P
renteed01,Silver Slugger,2000,NL,,SS
delgaca01,TSN All-Star,2000,AL,,1B
alomaro01,TSN All-Star,2000,AL,,2B
frymatr01,TSN All-Star,2000,AL,,3B
posadjo01,TSN All-Star,2000,AL,,C
wellsda01,TSN All-Star,2000,AL,,LHP
erstada01,TSN All-Star,2000,AL,,OF
ordonma01,TSN All-Star,2000,AL,,OF
willibe02,TSN All-Star,2000,AL,,OF
martipe02,TSN All-Star,2000,AL,,RHP
rodrial01,TSN All-Star,2000,AL,,SS
heltoto01,TSN All-Star,2000,NL,,1B
kentje01,TSN All-Star,2000,NL,,2B
jonesch06,TSN All-Star,2000,NL,,3B
piazzmi01,TSN All-Star,2000,NL,,C
glavito02,TSN All-Star,2000,NL,,LHP
bondsba01,TSN All-Star,2000,NL,,OF
guerrvl01,TSN All-Star,2000,NL,,OF
sosasa01,TSN All-Star,2000,NL,,OF
maddugr01,TSN All-Star,2000,NL,,RHP
renteed01,TSN All-Star,2000,NL,,SS
jonesto02,TSN Fireman of the Year,2000,AL,,
alfonan01,TSN Fireman of the Year,2000,NL,,
delgaca01,TSN Major League Player of the Year,2000,ML,,
martipe02,TSN Pitcher of the Year,2000,AL,,
glavito02,TSN Pitcher of the Year,2000,NL,,
jeterde01,World Series MVP,2000,ML,,
pettian01,ALCS MVP,2001,AL,,
ripkeca01,All-Star Game MVP,2001,ML,,
johnsra05,Babe Ruth Award,2001,NL,Y,P
schilcu01,Babe Ruth Award,2001,NL,Y,P
schilcu01,Branch Rickey Award,2001,ML,,
clemero02,Cy Young Award,2001,AL,,
johnsra05,Cy Young Award,2001,NL,,
mientdo01,Gold Glove,2001,AL,,1B
alomaro01,Gold Glove,2001,AL,,2B
chaveer01,Gold Glove,2001,AL,,3B
rodriiv01,Gold Glove,2001,AL,,C
camermi01,Gold Glove,2001,AL,,OF
hunteto01,Gold Glove,2001,AL,,OF
suzukic01,Gold Glove,2001,AL,,OF
mussimi01,Gold Glove,2001,AL,,P
vizquom01,Gold Glove,2001,AL,,SS
heltoto01,Gold Glove,2001,NL,,1B
vinafe01,Gold Glove,2001,NL,,2B
rolensc01,Gold Glove,2001,NL,,3B
ausmubr01,Gold Glove,2001,NL,,C
edmonji01,Gold Glove,2001,NL,,OF
jonesan01,Gold Glove,2001,NL,,OF
walkela01,Gold Glove,2001,NL,,OF
maddugr01,Gold Glove,2001,NL,,P
cabreor01,Gold Glove,2001,NL,,SS
rodrial01,Hank Aaron Award,2001,AL,,SS
bondsba01,Hank Aaron Award,2001,NL,,OF
schilcu01,Hutch Award,2001,ML,,
francjo01,Lou Gehrig Memorial Award,2001,ML,,
suzukic01,Most Valuable Player,2001,AL,,
bondsba01,Most Valuable Player,2001,NL,,
counscr01,NLCS MVP,2001,NL,,
schilcu01,Roberto Clemente Award,2001,ML,,
riverma01,Rolaids Relief Man Award,2001,AL,,
benitar01,Rolaids Relief Man Award,2001,NL,,
suzukic01,Rookie of the Year,2001,AL,,
pujolal01,Rookie of the Year,2001,NL,,
giambja01,Silver Slugger,2001,AL,,1B
boonebr01,Silver Slugger,2001,AL,,2B
glaustr01,Silver Slugger,2001,AL,,3B
posadjo01,Silver Slugger,2001,AL,,C
martied01,Silver Slugger,2001,AL,,DH
gonzaju03,Silver Slugger,2001,AL,,OF
ramirma02,Silver Slugger,2001,AL,,OF
suzukic01,Silver Slugger,2001,AL,,OF
rodrial01,Silver Slugger,2001,AL,,SS
heltoto01,Silver Slugger,2001,NL,,1B
kentje01,Silver Slugger,2001,NL,,2B
pujolal01,Silver Slugger,2001,NL,,3B
piazzmi01,Silver Slugger,2001,NL,,C
bondsba01,Silver Slugger,2001,NL,,OF
gonzalu01,Silver Slugger,2001,NL,,OF
sosasa01,Silver Slugger,2001,NL,,OF
hamptmi01,Silver Slugger,2001,NL,,P
aurilri01,Silver Slugger,2001,NL,,SS
thomeji01,TSN All-Star,2001,AL,,1B
boonebr01,TSN All-Star,2001,AL,,2B
glaustr01,TSN All-Star,2001,AL,,3B
posadjo01,TSN All-Star,2001,AL,,C
martied01,TSN All-Star,2001,AL,,DH
muldema01,TSN All-Star,2001,AL,,LHP
gonzaju03,TSN All-Star,2001,AL,,OF
ramirma02,TSN All-Star,2001,AL,,OF
suzukic01,TSN All-Star,2001,AL,,OF
clemero02,TSN All-Star,2001,AL,,RHP
rodrial01,TSN All-Star,2001,AL,,SS
heltoto01,TSN All-Star,2001,NL,,1B
biggicr01,TSN All-Star,2001,NL,,2B
jonesch06,TSN All-Star,2001,NL,,3B
piazzmi01,TSN All-Star,2001,NL,,C
johnsra05,TSN All-Star,2001,NL,,LHP
bondsba01,TSN All-Star,2001,NL,,OF
gonzalu01,TSN All-Star,2001,NL,,OF
sosasa01,TSN All-Star,2001,NL,,OF
schilcu01,TSN All-Star,2001,NL,,RHP
aurilri01,TSN All-Star,2001,NL,,SS
bondsba01,TSN Major League Player of the Year,2001,ML,,
clemero02,TSN Pitcher of the Year,2001,AL,,
schilcu01,TSN Pitcher of the Year,2001,NL,,
riverma01,TSN Reliever of the Year,2001,AL,,
benitar01,TSN Reliever of the Year,2001,NL,Y,
nenro01,TSN Reliever of the Year,2001,NL,Y,
johnsra05,World Series MVP,2001,ML,Y,
schilcu01,World Series MVP,2001,ML,Y,
kennead01,ALCS MVP,2002,AL,,
glaustr01,Babe Ruth Award,2002,AL,,3B
valenbo02,Branch Rickey Award,2002,ML,,
zitoba01,Cy Young Award,2002,AL,,
johnsra05,Cy Young Award,2002,NL,,
olerujo01,Gold Glove,2002,AL,,1B
boonebr01,Gold Glove,2002,AL,,2B
chaveer01,Gold Glove,2002,AL,,3B
molinbe01,Gold Glove,2002,AL,,C
erstada01,Gold Glove,2002,AL,,OF
hunteto01,Gold Glove,2002,AL,,OF
suzukic01,Gold Glove,2002,AL,,OF
rogerke01,Gold Glove,2002,AL,,P
rodrial01,Gold Glove,2002,AL,,SS
heltoto01,Gold Glove,2002,NL,,1B
vinafe01,Gold Glove,2002,NL,,2B
rolensc01,Gold Glove,2002,NL,,3B
ausmubr01,Gold Glove,2002,NL,,C
edmonji01,Gold Glove,2002,NL,,OF
jonesan01,Gold Glove,2002,NL,,OF
walkela01,Gold Glove,2002,NL,,OF
maddugr01,Gold Glove,2002,NL,,P
renteed01,Gold Glove,2002,NL,,SS
rodrial01,Hank Aaron Award,2002,AL,,Ss
bondsba01,Hank Aaron Award,2002,NL,,OF
salmoti01,Hutch Award,2002,ML,,
graveda01,Lou Gehrig Memorial Award,2002,ML,,
tejadmi01,Most Valuable Player,2002,AL,,
bondsba01,Most Valuable Player,2002,NL,,
santibe01,NLCS MVP,2002,NL,,
johnsra05,Pitching Triple Crown,2002,NL,,
thomeji01,Roberto Clemente Award,2002,ML,,
kochbi01,Rolaids Relief Man Award,2002,AL,,
smoltjo01,Rolaids Relief Man Award,2002,NL,,
hinsker01,Rookie of the Year,2002,AL,,
jennija01,Rookie of the Year,2002,NL,,
giambja01,Silver Slugger,2002,AL,,1B
soriaal01,Silver Slugger,2002,AL,,2B
chaveer01,Silver Slugger,2002,AL,,3B
posadjo01,Silver Slugger,2002,AL,,C
ramirma02,Silver Slugger,2002,AL,,DH
anderga01,Silver Slugger,2002,AL,,OF
ordonma01,Silver Slugger,2002,AL,,OF
willibe02,Silver Slugger,2002,AL,,OF
rodrial01,Silver Slugger,2002,AL,,SS
heltoto01,Silver Slugger,2002,NL,,1B
kentje01,Silver Slugger,2002,NL,,2B
rolensc01,Silver Slugger,2002,NL,,3B
piazzmi01,Silver Slugger,2002,NL,,C
bondsba01,Silver Slugger,2002,NL,,OF
guerrvl01,Silver Slugger,2002,NL,,OF
sosasa01,Silver Slugger,2002,NL,,OF
hamptmi01,Silver Slugger,2002,NL,,P
renteed01,Silver Slugger,2002,NL,,SS
giambja01,TSN All-Star,2002,AL,,1B
soriaal01,TSN All-Star,2002,AL,,2B
chaveer01,TSN All-Star,2002,AL,,3B
posadjo01,TSN All-Star,2002,AL,,C
ramirma02,TSN All-Star,2002,AL,,DH
zitoba01,TSN All-Star,2002,AL,,LHP
anderga01,TSN All-Star,2002,AL,,OF
hunteto01,TSN All-Star,2002,AL,,OF
willibe02,TSN All-Star,2002,AL,,OF
lowede01,TSN All-Star,2002,AL,,RHP
rodrial01,TSN All-Star,2002,AL,,SS
heltoto01,TSN All-Star,2002,NL,,1B
kentje01,TSN All-Star,2002,NL,,2B
rolensc01,TSN All-Star,2002,NL,,3B
piazzmi01,TSN All-Star,2002,NL,,C
johnsra05,TSN All-Star,2002,NL,,LHP
bondsba01,TSN All-Star,2002,NL,,OF
guerrvl01,TSN All-Star,2002,NL,,OF
sosasa01,TSN All-Star,2002,NL,,OF
schilcu01,TSN All-Star,2002,NL,,RHP
renteed01,TSN All-Star,2002,NL,,SS
rodrial01,TSN Major League Player of the Year,2002,ML,,
zitoba01,TSN Pitcher of the Year,2002,AL,,
schilcu01,TSN Pitcher of the Year,2002,NL,,
kochbi01,TSN Reliever of the Year,2002,AL,,
smoltjo01,TSN Reliever of the Year,2002,NL,,
glaustr01,World Series MVP,2002,ML,,
riverma01,ALCS MVP,2003,AL,,
anderga01,All-Star Game MVP,2003,ML,,
beckejo02,Babe Ruth Award,2003,NL,,P
hemonro99,Branch Rickey Award,2003,ML,,
hallaro01,Cy Young Award,2003,AL,,
gagneer01,Cy Young Award,2003,NL,,
olerujo01,Gold Glove,2003,AL,,1B
boonebr01,Gold Glove,2003,AL,,2B
chaveer01,Gold Glove,2003,AL,,3B
molinbe01,Gold Glove,2003,AL,,C
camermi01,Gold Glove,2003,AL,,OF
hunteto01,Gold Glove,2003,AL,,OF
suzukic01,Gold Glove,2003,AL,,OF
mussimi01,Gold Glove,2003,AL,,P
rodrial01,Gold Glove,2003,AL,,SS
leede02,Gold Glove,2003,NL,,1B
castilu01,Gold Glove,2003,NL,,2B
rolensc01,Gold Glove,2003,NL,,3B
mathemi01,Gold Glove,2003,NL,,C
cruzjo02,Gold Glove,2003,NL,,OF
edmonji01,Gold Glove,2003,NL,,OF
jonesan01,Gold Glove,2003,NL,,OF
hamptmi01,Gold Glove,2003,NL,,P
renteed01,Gold Glove,2003,NL,,SS
rodrial01,Hank Aaron Award,2003,AL,,
pujolal01,Hank Aaron Award,2003,NL,,
moyerja01,Hutch Award,2003,ML,,
moyerja01,Lou Gehrig Memorial Award,2003,ML,,
rodrial01,Most Valuable Player,2003,AL,,
bondsba01,Most Valuable Player,2003,NL,,
rodriiv01,NLCS MVP,2003,NL,,
moyerja01,Roberto Clemente Award,2003,ML,,
foulkke01,Rolaids Relief Man Award,2003,AL,,
gagneer01,Rolaids Relief Man Award,2003,NL,,
berroan01,Rookie of the Year,2003,AL,,
willido03,Rookie of the Year,2003,NL,,
delgaca01,Silver Slugger,2003,AL,,1B
boonebr01,Silver Slugger,2003,AL,,2B
muellbi02,Silver Slugger,2003,AL,,3B
posadjo01,Silver Slugger,2003,AL,,C
martied01,Silver Slugger,2003,AL,,DH
anderga01,Silver Slugger,2003,AL,,OF
ramirma02,Silver Slugger,2003,AL,,OF
wellsve01,Silver Slugger,2003,AL,,OF
rodrial01,Silver Slugger,2003,AL,,SS
heltoto01,Silver Slugger,2003,NL,,1B
vidrojo01,Silver Slugger,2003,NL,,2B
lowelmi01,Silver Slugger,2003,NL,,3B
lopezja01,Silver Slugger,2003,NL,,C
bondsba01,Silver Slugger,2003,NL,,OF
pujolal01,Silver Slugger,2003,NL,,OF
sheffga01,Silver Slugger,2003,NL,,OF
hamptmi01,Silver Slugger,2003,NL,,P
renteed01,Silver Slugger,2003,NL,,SS
delgaca01,TSN All-Star,2003,AL,,1B
boonebr01,TSN All-Star,2003,AL,,2B
muellbi02,TSN All-Star,2003,AL,,3B
posadjo01,TSN All-Star,2003,AL,,C
thomafr04,TSN All-Star,2003,AL,,DH
pettian01,TSN All-Star,2003,AL,,LHP
anderga01,TSN All-Star,2003,AL,,OF
ordonma01,TSN All-Star,2003,AL,,OF
wellsve01,TSN All-Star,2003,AL,,OF
hallaro01,TSN All-Star,2003,AL,,RHP
rodrial01,TSN All-Star,2003,AL,,SS
heltoto01,TSN All-Star,2003,NL,,1B
gilesma01,TSN All-Star,2003,NL,,2B
rolensc01,TSN All-Star,2003,NL,,3B
lopezja01,TSN All-Star,2003,NL,,C
wolfra02,TSN All-Star,2003,NL,,LHP
bondsba01,TSN All-Star,2003,NL,,OF
pujolal01,TSN All-Star,2003,NL,,OF
sheffga01,TSN All-Star,2003,NL,,OF
gagneer01,TSN All-Star,2003,NL,,RHP
renteed01,TSN All-Star,2003,NL,,SS
pujolal01,TSN Major League Player of the Year,2003,ML,,
hallaro01,TSN Pitcher of the Year,2003,AL,,
gagneer01,TSN Pitcher of the Year,2003,NL,,
foulkke01,TSN Reliever of the Year,2003,AL,,
gagneer01,TSN Reliever of the Year,2003,NL,,
beckejo02,World Series MVP,2003,ML,,
ortizda01,ALCS MVP,2004,AL,,
soriaal01,All-Star Game MVP,2004,ML,,
foulkke01,Babe Ruth Award,2004,AL,,P
moyerja01,Branch Rickey Award,2004,ML,,
santajo01,Cy Young Award,2004,AL,,
clemero02,Cy Young Award,2004,NL,,
erstada01,Gold Glove,2004,AL,,1B
boonebr01,Gold Glove,2004,AL,,2B
chaveer01,Gold Glove,2004,AL,,3B
rodriiv01,Gold Glove,2004,AL,,C
hunteto01,Gold Glove,2004,AL,,OF
suzukic01,Gold Glove,2004,AL,,OF
wellsve01,Gold Glove,2004,AL,,OF
rogerke01,Gold Glove,2004,AL,,P
jeterde01,Gold Glove,2004,AL,,SS
heltoto01,Gold Glove,2004,NL,,1B
castilu01,Gold Glove,2004,NL,,2B
rolensc01,Gold Glove,2004,NL,,3B
mathemi01,Gold Glove,2004,NL,,C
edmonji01,Gold Glove,2004,NL,,OF
finlest01,Gold Glove,2004,NL,,OF
jonesan01,Gold Glove,2004,NL,,OF
maddugr01,Gold Glove,2004,NL,,P
izturce01,Gold Glove,2004,NL,,SS
ramirma02,Hank Aaron Award,2004,AL,,
bondsba01,Hank Aaron Award,2004,NL,,
hoffmtr01,Hutch Award,2004,ML,,
thomeji01,Lou Gehrig Memorial Award,2004,ML,,
guerrvl01,Most Valuable Player,2004,AL,,
bondsba01,Most Valuable Player,2004,NL,,
pujolal01,NLCS MVP,2004,NL,,
martied01,Roberto Clemente Award,2004,ML,,
riverma01,Rolaids Relief Man Award,2004,AL,,
gagneer01,Rolaids Relief Man Award,2004,NL,,
crosbbo01,Rookie of the Year,2004,AL,,
bayja01,Rookie of the Year,2004,NL,,
teixema01,Silver Slugger,2004,AL,,1B
soriaal01,Silver Slugger,2004,AL,,2B
morame01,Silver Slugger,2004,AL,,3B
martivi01,Silver Slugger,2004,AL,Y,C
rodriiv01,Silver Slugger,2004,AL,Y,C
ortizda01,Silver Slugger,2004,AL,,DH
guerrvl01,Silver Slugger,2004,AL,,OF
ramirma02,Silver Slugger,2004,AL,,OF
sheffga01,Silver Slugger,2004,AL,,OF
tejadmi01,Silver Slugger,2004,AL,,SS
pujolal01,Silver Slugger,2004,NL,,1B
loretma01,Silver Slugger,2004,NL,,2B
beltrad01,Silver Slugger,2004,NL,,3B
estrajo01,Silver Slugger,2004,NL,,C
abreubo01,Silver Slugger,2004,NL,,OF
bondsba01,Silver Slugger,2004,NL,,OF
edmonji01,Silver Slugger,2004,NL,,OF
hernali01,Silver Slugger,2004,NL,,P
wilsoja02,Silver Slugger,2004,NL,,SS
konerpa01,TSN All-Star,2004,AL,,1B
soriaal01,TSN All-Star,2004,AL,,2B
morame01,TSN All-Star,2004,AL,,3B
rodriiv01,TSN All-Star,2004,AL,,C
ortizda01,TSN All-Star,2004,AL,,DH
guerrvl01,TSN All-Star,2004,AL,,OF
ramirma02,TSN All-Star,2004,AL,,OF
suzukic01,TSN All-Star,2004,AL,,OF
santajo01,TSN All-Star,2004,AL,,P
tejadmi01,TSN All-Star,2004,AL,,SS
pujolal01,TSN All-Star,2004,NL,,1B
loretma01,TSN All-Star,2004,NL,,2B
rolensc01,TSN All-Star,2004,NL,,3B
estrajo01,TSN All-Star,2004,NL,,C
bondsba01,TSN All-Star,2004,NL,,OF
drewjd01,TSN All-Star,2004,NL,,OF
edmonji01,TSN All-Star,2004,NL,,OF
schmija01,TSN All-Star,2004,NL,,P
renteed01,TSN All-Star,2004,NL,,SS
bondsba01,TSN Major League Player of the Year,2004,ML,,
santajo01,TSN Pitcher of the Year,2004,AL,,
schmija01,TSN Pitcher of the Year,2004,NL,,
nathajo01,TSN Reliever of the Year,2004,AL,Y,
riverma01,TSN Reliever of the Year,2004,AL,Y,
ramirma02,World Series MVP,2004,ML,,
konerpa01,ALCS MVP,2005,AL,,
tejadmi01,All-Star Game MVP,2005,ML,,
dyeje01,Babe Ruth Award,2005,AL,,OF
gonzalu01,Branch Rickey Award,2005,ML,,
giambja01,Comeback Player of the Year,2005,AL,,
griffke02,Comeback Player of the Year,2005,NL,,
colonba01,Cy Young Award,2005,AL,,
carpech01,Cy Young Award,2005,NL,,
teixema01,Gold Glove,2005,AL,,1B
hudsoor01,Gold Glove,2005,AL,,2B
chaveer01,Gold Glove,2005,AL,,3B
varitja01,Gold Glove,2005,AL,,C
hunteto01,Gold Glove,2005,AL,,OF
suzukic01,Gold Glove,2005,AL,,OF
wellsve01,Gold Glove,2005,AL,,OF
rogerke01,Gold Glove,2005,AL,,P
jeterde01,Gold Glove,2005,AL,,SS
leede02,Gold Glove,2005,NL,,1B
castilu01,Gold Glove,2005,NL,,2B
lowelmi01,Gold Glove,2005,NL,,3B
mathemi01,Gold Glove,2005,NL,,C
abreubo01,Gold Glove,2005,NL,,OF
edmonji01,Gold Glove,2005,NL,,OF
jonesan01,Gold Glove,2005,NL,,OF
maddugr01,Gold Glove,2005,NL,,P
vizquom01,Gold Glove,2005,NL,,SS
ortizda01,Hank Aaron Award,2005,AL,,
jonesan01,Hank Aaron Award,2005,NL,,
biggicr01,Hutch Award,2005,ML,,
smoltjo01,Lou Gehrig Memorial Award,2005,ML,,
rodrial01,Most Valuable Player,2005,AL,,
pujolal01,Most Valuable Player,2005,NL,,
oswalro01,NLCS MVP,2005,NL,,
smoltjo01,Roberto Clemente Award,2005,ML,,
riverma01,Rolaids Relief Man Award,2005,AL,,
cordech01,Rolaids Relief Man Award,2005,NL,,
streehu01,Rookie of the Year,2005,AL,,
howarry01,Rookie of the Year,2005,NL,,
teixema01,Silver Slugger,2005,AL,,1B
soriaal01,Silver Slugger,2005,AL,,2B
rodrial01,Silver Slugger,2005,AL,,3B
varitja01,Silver Slugger,2005,AL,,C
ortizda01,Silver Slugger,2005,AL,,DH
guerrvl01,Silver Slugger,2005,AL,,OF
ramirma02,Silver Slugger,2005,AL,,OF
sheffga01,Silver Slugger,2005,AL,,OF
tejadmi01,Silver Slugger,2005,AL,,SS
leede02,Silver Slugger,2005,NL,,1B
kentje01,Silver Slugger,2005,NL,,2B
ensbemo01,Silver Slugger,2005,NL,,3B
barremi01,Silver Slugger,2005,NL,,C
cabremi01,Silver Slugger,2005,NL,,OF
jonesan01,Silver Slugger,2005,NL,,OF
leeca01,Silver Slugger,2005,NL,,OF
marquja01,Silver Slugger,2005,NL,,P
lopezfe01,Silver Slugger,2005,NL,,SS
teixema01,TSN All-Star,2005,AL,,1B
roberbr01,TSN All-Star,2005,AL,,2B
rodrial01,TSN All-Star,2005,AL,,3B
varitja01,TSN All-Star,2005,AL,,C
ortizda01,TSN All-Star,2005,AL,,DH
damonjo01,TSN All-Star,2005,AL,,OF
guerrvl01,TSN All-Star,2005,AL,,OF
ramirma02,TSN All-Star,2005,AL,,OF
nathajo01,TSN All-Star,2005,AL,Y,RP
riverma01,TSN All-Star,2005,AL,Y,RP
youngmi02,TSN All-Star,2005,AL,,SS
pujolal01,TSN All-Star,2005,NL,,1B
kentje01,TSN All-Star,2005,NL,,2B
ensbemo01,TSN All-Star,2005,NL,,3B
loducpa01,TSN All-Star,2005,NL,,C
cabremi01,TSN All-Star,2005,NL,,OF
griffke02,TSN All-Star,2005,NL,,OF
jonesan01,TSN All-Star,2005,NL,,OF
cordech01,TSN All-Star,2005,NL,,RP
lopezfe01,TSN All-Star,2005,NL,,SS
jonesan01,TSN Major League Player of the Year,2005,ML,,
colonba01,TSN Pitcher of the Year,2005,AL,,
carpech01,TSN Pitcher of the Year,2005,NL,,
cordech01,TSN Reliever of the Year,2005,NL,,
dyeje01,World Series MVP,2005,ML,,
polanpl01,ALCS MVP,2006,AL,,
youngmi02,All-Star Game MVP,2006,ML,,
eckstda01,Babe Ruth Award,2006,AL,,SS
lasorto01,Branch Rickey Award,2006,ML,,
johnsji04,Comeback Player of the Year,2006,AL,,
garcino01,Comeback Player of the Year,2006,NL,,
santajo01,Cy Young Award,2006,AL,,
webbbr01,Cy Young Award,2006,NL,,
teixema01,Gold Glove,2006,AL,,1B
grudzma01,Gold Glove,2006,AL,,2B
chaveer01,Gold Glove,2006,AL,,3B
rodriiv01,Gold Glove,2006,AL,,C
hunteto01,Gold Glove,2006,AL,,OF
suzukic01,Gold Glove,2006,AL,,OF
wellsve01,Gold Glove,2006,AL,,OF
rogerke01,Gold Glove,2006,AL,,P
jeterde01,Gold Glove,2006,AL,,SS
pujolal01,Gold Glove,2006,NL,,1B
hudsoor01,Gold Glove,2006,NL,,2B
rolensc01,Gold Glove,2006,NL,,3B
ausmubr01,Gold Glove,2006,NL,,C
beltrca01,Gold Glove,2006,NL,,OF
camermi01,Gold Glove,2006,NL,,OF
jonesan01,Gold Glove,2006,NL,,OF
maddugr01,Gold Glove,2006,NL,,P
vizquom01,Gold Glove,2006,NL,,SS
jeterde01,Hank Aaron Award,2006,AL,,
howarry01,Hank Aaron Award,2006,NL,,
loretma01,Hutch Award,2006,ML,,
